,agent,step,test_id,avg_reward,std_reward
0,ia2c,720,-1,-717.3097222222223,325.87231636354915
1,ia2c,1440,-1,-764.5291666666667,344.03590209029545
2,ia2c,2160,-1,-652.725,259.1291118288762
3,ia2c,2880,-1,-730.4541666666667,321.2364707213796
4,ia2c,3600,-1,-676.6194444444444,265.97525398620206
5,ia2c,4320,-1,-670.8527777777778,251.17810854950352
6,ia2c,5040,-1,-734.1972222222222,302.8442302076461
7,ia2c,5760,-1,-714.5097222222222,300.07333347205974
8,ia2c,6480,-1,-745.1597222222222,326.01710212456743
9,ia2c,7200,-1,-656.4847222222222,252.08329705769557
10,ia2c,7920,-1,-701.8694444444444,282.80492326321615
11,ia2c,8640,-1,-784.2583333333333,333.3456371687568
12,ia2c,9360,-1,-702.5611111111111,278.12124482136863
13,ia2c,10080,-1,-737.0222222222222,307.1691572616618
14,ia2c,10800,-1,-718.1736111111111,282.1659659831109
15,ia2c,11520,-1,-741.4833333333333,325.0374247682873
16,ia2c,12240,-1,-747.7236111111112,335.114532657226
17,ia2c,12960,-1,-779.2375,327.1041806254376
18,ia2c,13680,-1,-665.7652777777778,261.3009262749466
19,ia2c,14400,-1,-697.3194444444445,287.60995609355354
20,ia2c,15120,-1,-705.3416666666667,297.1062332221329
21,ia2c,15840,-1,-678.8319444444444,290.5165960675286
22,ia2c,16560,-1,-750.8263888888889,330.2716796202516
23,ia2c,17280,-1,-657.4625,250.48233744423533
24,ia2c,18000,-1,-638.9375,255.32181269565365
25,ia2c,18720,-1,-695.7388888888889,280.00161435822093
26,ia2c,19440,-1,-711.1125,298.0736669933477
27,ia2c,20160,-1,-748.6569444444444,310.3438063603318
28,ia2c,20880,-1,-688.8583333333333,280.245848294156
29,ia2c,21600,-1,-683.2416666666667,290.98802464381777
30,ia2c,22320,-1,-703.1263888888889,290.9451062643641
31,ia2c,23040,-1,-769.7708333333334,345.74863458294703
32,ia2c,23760,-1,-685.4194444444445,272.3356061914992
33,ia2c,24480,-1,-684.6291666666667,267.718176829406
34,ia2c,25200,-1,-662.4819444444445,262.81944521878137
35,ia2c,25920,-1,-743.8361111111111,321.7375108970197
36,ia2c,26640,-1,-707.8597222222222,295.0505155240945
37,ia2c,27360,-1,-693.5125,283.68941322700664
38,ia2c,28080,-1,-638.0777777777778,245.8758823190531
39,ia2c,28800,-1,-648.9027777777778,254.67040571656437
40,ia2c,29520,-1,-730.7444444444444,308.17306865933887
41,ia2c,30240,-1,-765.7791666666667,332.2198734094552
42,ia2c,30960,-1,-624.0361111111112,234.7365635165157
43,ia2c,31680,-1,-643.8791666666667,244.95245708634747
44,ia2c,32400,-1,-665.9375,277.19886610794026
45,ia2c,33120,-1,-684.2611111111111,276.3934265959162
46,ia2c,33840,-1,-683.6305555555556,270.9546798097469
47,ia2c,34560,-1,-686.3611111111111,273.76064695457535
48,ia2c,35280,-1,-639.5722222222222,248.23091916277284
49,ia2c,36000,-1,-725.3180555555556,297.53062906119845
50,ia2c,36720,-1,-664.3847222222222,273.57974267098587
51,ia2c,37440,-1,-648.2958333333333,256.33160485844417
52,ia2c,38160,-1,-724.0291666666667,292.81597460288754
53,ia2c,38880,-1,-721.4861111111111,314.4767918064488
54,ia2c,39600,-1,-703.9263888888889,285.02146872991847
55,ia2c,40320,-1,-665.2375,247.8693887343247
56,ia2c,41040,-1,-676.1430555555555,290.71683498934
57,ia2c,41760,-1,-663.1819444444444,258.3024098837924
58,ia2c,42480,-1,-644.6388888888889,231.72163649730177
59,ia2c,43200,-1,-649.3819444444445,243.0675145272222
60,ia2c,43920,-1,-728.7361111111111,307.6162830294855
61,ia2c,44640,-1,-693.8611111111111,269.6905791599965
62,ia2c,45360,-1,-651.0208333333334,256.6194618049912
63,ia2c,46080,-1,-676.4986111111111,249.44282911735704
64,ia2c,46800,-1,-689.775,276.7611925619872
65,ia2c,47520,-1,-667.4875,260.9807141860933
66,ia2c,48240,-1,-709.0527777777778,282.84331644737625
67,ia2c,48960,-1,-708.7263888888889,303.64437600819207
68,ia2c,49680,-1,-659.3888888888889,266.55316102856665
69,ia2c,50400,-1,-686.2958333333333,274.9209785139783
70,ia2c,51120,-1,-669.3875,277.5873508352821
71,ia2c,51840,-1,-740.6708333333333,326.43952346895577
72,ia2c,52560,-1,-715.9430555555556,316.85748344150846
73,ia2c,53280,-1,-670.1986111111111,272.1382017126672
74,ia2c,54000,-1,-683.5,266.70114360459723
75,ia2c,54720,-1,-672.7833333333333,264.9827358108029
76,ia2c,55440,-1,-626.6305555555556,243.81485384456565
77,ia2c,56160,-1,-729.1805555555555,299.1045073023478
78,ia2c,56880,-1,-729.8944444444444,304.60646737903613
79,ia2c,57600,-1,-694.925,263.710210137104
80,ia2c,58320,-1,-690.4625,280.0614292424174
81,ia2c,59040,-1,-706.1347222222222,294.68584951686836
82,ia2c,59760,-1,-669.0097222222222,269.02342146059937
83,ia2c,60480,-1,-686.3375,296.04600099454325
84,ia2c,61200,-1,-623.2861111111112,233.35064537298294
85,ia2c,61920,-1,-666.3736111111111,257.2411765537113
86,ia2c,62640,-1,-707.5763888888889,300.194260712522
87,ia2c,63360,-1,-702.8875,286.48678922300337
88,ia2c,64080,-1,-707.9625,296.72887453471543
89,ia2c,64800,-1,-664.4333333333333,270.76846607798
90,ia2c,65520,-1,-650.1736111111111,258.1927501849558
91,ia2c,66240,-1,-726.0861111111111,308.12653123602195
92,ia2c,66960,-1,-640.8347222222222,246.45015647733038
93,ia2c,67680,-1,-659.6375,273.8960832634949
94,ia2c,68400,-1,-707.3777777777777,293.43632482771295
95,ia2c,69120,-1,-690.2444444444444,273.25296831207163
96,ia2c,69840,-1,-648.1458333333334,247.1789772375362
97,ia2c,70560,-1,-662.3180555555556,261.426541002752
98,ia2c,71280,-1,-699.3986111111111,277.11471400900604
99,ia2c,72000,-1,-698.0666666666667,283.31397678978783
100,ia2c,72720,-1,-732.1611111111112,287.98549662341003
101,ia2c,73440,-1,-660.1375,273.7927373729888
102,ia2c,74160,-1,-657.9388888888889,286.3209769140006
103,ia2c,74880,-1,-668.4763888888889,249.74687629736877
104,ia2c,75600,-1,-686.8291666666667,286.88993724728306
105,ia2c,76320,-1,-683.0819444444444,273.39592313183465
106,ia2c,77040,-1,-656.2083333333334,263.87737248262374
107,ia2c,77760,-1,-678.5125,281.15822425455065
108,ia2c,78480,-1,-675.0138888888889,275.94072899485116
109,ia2c,79200,-1,-658.975,255.74976254469263
110,ia2c,79920,-1,-679.9652777777778,276.20064197554035
111,ia2c,80640,-1,-690.4875,294.26002269227996
112,ia2c,81360,-1,-619.3888888888889,247.37112556931962
113,ia2c,82080,-1,-690.3652777777778,284.9358625003383
114,ia2c,82800,-1,-660.6291666666667,260.2119808591428
115,ia2c,83520,-1,-678.1277777777777,266.7955736463481
116,ia2c,84240,-1,-661.1888888888889,259.81584907795514
117,ia2c,84960,-1,-695.4805555555556,273.3189115295379
118,ia2c,85680,-1,-693.9708333333333,298.8406356876428
119,ia2c,86400,-1,-704.1986111111111,311.2670445993706
120,ia2c,87120,-1,-697.0472222222222,283.4792722053267
121,ia2c,87840,-1,-666.5833333333334,274.7545141677486
122,ia2c,88560,-1,-687.1638888888889,296.47993810035047
123,ia2c,89280,-1,-687.5583333333333,283.51608701663156
124,ia2c,90000,-1,-711.2041666666667,312.046993851131
125,ia2c,90720,-1,-705.5388888888889,284.3847377114494
126,ia2c,91440,-1,-647.2458333333333,250.017964597602
127,ia2c,92160,-1,-638.9166666666666,255.98324869239218
128,ia2c,92880,-1,-639.1222222222223,252.48113033024765
129,ia2c,93600,-1,-699.7791666666667,288.3492141279293
130,ia2c,94320,-1,-664.8875,269.3603737650754
131,ia2c,95040,-1,-690.1194444444444,289.52936362257174
132,ia2c,95760,-1,-623.775,232.78136365243864
133,ia2c,96480,-1,-609.475,231.14800919060016
134,ia2c,97200,-1,-697.2541666666667,309.05377203719206
135,ia2c,97920,-1,-629.8722222222223,238.68580068914298
136,ia2c,98640,-1,-646.7972222222222,265.2358656681415
137,ia2c,99360,-1,-719.9208333333333,312.56803367760324
138,ia2c,100080,-1,-595.225,210.06710419265767
139,ia2c,100800,-1,-646.1569444444444,252.15606186468733
140,ia2c,101520,-1,-610.4638888888888,242.92142379879155
141,ia2c,102240,-1,-678.9694444444444,289.7546791103778
142,ia2c,102960,-1,-609.6,242.48465243529674
143,ia2c,103680,-1,-692.6513888888888,300.6912949507885
144,ia2c,104400,-1,-645.1986111111111,261.2848450941018
145,ia2c,105120,-1,-658.8597222222222,253.77507766596642
146,ia2c,105840,-1,-649.6930555555556,246.22352978227195
147,ia2c,106560,-1,-691.6013888888889,281.86349286344637
148,ia2c,107280,-1,-647.4625,241.73768780407642
149,ia2c,108000,-1,-658.1194444444444,265.69158636727286
150,ia2c,108720,-1,-624.075,236.40111260665984
151,ia2c,109440,-1,-703.4472222222222,286.2163953939116
152,ia2c,110160,-1,-650.0277777777778,258.6994594882374
153,ia2c,110880,-1,-640.8652777777778,269.41625149969155
154,ia2c,111600,-1,-615.8833333333333,242.13175419363915
155,ia2c,112320,-1,-665.8972222222222,261.87243606393884
156,ia2c,113040,-1,-606.8097222222223,219.1269195008291
157,ia2c,113760,-1,-665.3388888888888,270.2059176481869
158,ia2c,114480,-1,-682.7416666666667,280.0313175690256
159,ia2c,115200,-1,-636.5902777777778,246.02315872230525
160,ia2c,115920,-1,-658.475,259.0527336652606
161,ia2c,116640,-1,-682.6972222222222,286.6498444542004
162,ia2c,117360,-1,-616.9541666666667,227.08431953149764
163,ia2c,118080,-1,-677.4097222222222,271.37285781933673
164,ia2c,118800,-1,-693.4388888888889,308.23555952277957
165,ia2c,119520,-1,-659.7069444444444,269.37316940671565
166,ia2c,120240,-1,-651.1555555555556,273.86156422182484
167,ia2c,120960,-1,-687.0097222222222,278.3593124900312
168,ia2c,121680,-1,-670.6569444444444,269.95274346035956
169,ia2c,122400,-1,-628.4180555555556,256.7330519270448
170,ia2c,123120,-1,-608.2875,240.82112854743687
171,ia2c,123840,-1,-667.0833333333334,274.1454677721301
172,ia2c,124560,-1,-622.5847222222222,230.3932050500973
173,ia2c,125280,-1,-612.6972222222222,253.83621686489883
174,ia2c,126000,-1,-643.375,253.7591124526916
175,ia2c,126720,-1,-655.3138888888889,251.40260169781874
176,ia2c,127440,-1,-638.2833333333333,262.9070869887095
177,ia2c,128160,-1,-661.0597222222223,263.03176411463346
178,ia2c,128880,-1,-649.5916666666667,274.7171726167761
179,ia2c,129600,-1,-721.9097222222222,311.3115113960623
180,ia2c,130320,-1,-747.2166666666667,335.13042693189703
181,ia2c,131040,-1,-620.6430555555555,282.41780334500714
182,ia2c,131760,-1,-676.2277777777778,298.5317697695312
183,ia2c,132480,-1,-714.3388888888888,315.4767364884962
184,ia2c,133200,-1,-689.3944444444444,329.3718094464441
185,ia2c,133920,-1,-652.0416666666666,255.31985046538523
186,ia2c,134640,-1,-683.8861111111111,285.71978468887016
187,ia2c,135360,-1,-621.5916666666667,253.10194462903678
188,ia2c,136080,-1,-676.0444444444445,268.23087220241655
189,ia2c,136800,-1,-704.8430555555556,283.07502260707656
190,ia2c,137520,-1,-642.7722222222222,255.3414343918432
191,ia2c,138240,-1,-737.5583333333333,308.60370026855554
192,ia2c,138960,-1,-628.4430555555556,257.93425536493515
193,ia2c,139680,-1,-665.2819444444444,278.98461667386533
194,ia2c,140400,-1,-691.0305555555556,283.16633148836786
195,ia2c,141120,-1,-598.6527777777778,229.50032435962444
196,ia2c,141840,-1,-665.8055555555555,285.02110247843876
197,ia2c,142560,-1,-669.7416666666667,265.6035264522836
198,ia2c,143280,-1,-698.7916666666666,284.2585940018153
199,ia2c,144000,-1,-633.4541666666667,263.14260098824957
200,ia2c,144720,-1,-665.8347222222222,283.7842229287178
201,ia2c,145440,-1,-650.0069444444445,255.6378921369427
202,ia2c,146160,-1,-629.0027777777777,258.8698782809094
203,ia2c,146880,-1,-688.4263888888889,289.3382538430753
204,ia2c,147600,-1,-669.7583333333333,271.69645529422064
205,ia2c,148320,-1,-668.7527777777777,287.03340880472734
206,ia2c,149040,-1,-666.0222222222222,272.6932180543541
207,ia2c,149760,-1,-630.8708333333333,262.10552631923525
208,ia2c,150480,-1,-586.4,220.49475554357798
209,ia2c,151200,-1,-655.4652777777778,276.43091143062725
210,ia2c,151920,-1,-585.5819444444444,231.68532048783857
211,ia2c,152640,-1,-607.7138888888888,236.27793503600063
212,ia2c,153360,-1,-666.6861111111111,281.99667320021285
213,ia2c,154080,-1,-628.65,256.9922496669673
214,ia2c,154800,-1,-597.2291666666666,246.99671384313103
215,ia2c,155520,-1,-632.1527777777778,270.36036957499596
216,ia2c,156240,-1,-647.3097222222223,272.0742033484627
217,ia2c,156960,-1,-688.4861111111111,289.92392168059246
218,ia2c,157680,-1,-660.4430555555556,278.044160324693
219,ia2c,158400,-1,-650.3666666666667,282.0223326460355
220,ia2c,159120,-1,-688.3944444444444,283.73245902164444
221,ia2c,159840,-1,-641.9319444444444,273.4553022211963
222,ia2c,160560,-1,-661.45,258.03073729478217
223,ia2c,161280,-1,-647.5666666666667,263.80322738317244
224,ia2c,162000,-1,-657.5486111111111,272.48990373399135
225,ia2c,162720,-1,-668.4361111111111,273.47039008189387
226,ia2c,163440,-1,-675.25,276.69658723751706
227,ia2c,164160,-1,-610.25,219.92595660560144
228,ia2c,164880,-1,-666.9666666666667,266.96716194235495
229,ia2c,165600,-1,-706.4291666666667,270.217577938748
230,ia2c,166320,-1,-671.3597222222222,289.93173964828065
231,ia2c,167040,-1,-735.9027777777778,308.15063775342
232,ia2c,167760,-1,-723.5013888888889,299.46870082839837
233,ia2c,168480,-1,-658.6541666666667,261.71206848021825
234,ia2c,169200,-1,-642.8638888888889,242.4443425851451
235,ia2c,169920,-1,-677.7527777777777,276.4236633484019
236,ia2c,170640,-1,-675.8680555555555,265.0834419607809
237,ia2c,171360,-1,-704.7291666666666,306.93948052484404
238,ia2c,172080,-1,-684.5916666666667,280.26715912876966
239,ia2c,172800,-1,-629.5277777777778,263.3791664872265
240,ia2c,173520,-1,-659.1486111111111,259.4738830215735
241,ia2c,174240,-1,-662.025,276.6684878203114
242,ia2c,174960,-1,-614.3833333333333,220.7562009950746
243,ia2c,175680,-1,-657.0611111111111,265.28520635323133
244,ia2c,176400,-1,-723.6333333333333,309.5825800798373
245,ia2c,177120,-1,-679.4125,272.30703791732145
246,ia2c,177840,-1,-716.7541666666667,307.0165926738868
247,ia2c,178560,-1,-605.6027777777778,238.53330886215534
248,ia2c,179280,-1,-664.9722222222222,280.6756170495985
249,ia2c,180000,-1,-689.1083333333333,287.55999265370696
250,ia2c,180720,-1,-685.0055555555556,281.6111285920952
251,ia2c,181440,-1,-666.2138888888888,275.77234738979274
252,ia2c,182160,-1,-578.6486111111111,219.66334120716002
253,ia2c,182880,-1,-656.2916666666666,273.26103401021766
254,ia2c,183600,-1,-650.6875,245.72280195233319
255,ia2c,184320,-1,-651.1583333333333,272.3468018650322
256,ia2c,185040,-1,-646.8805555555556,251.67920423454896
257,ia2c,185760,-1,-662.7625,276.07694777679285
258,ia2c,186480,-1,-702.2527777777777,294.92609713292876
259,ia2c,187200,-1,-686.3,282.88597820794627
260,ia2c,187920,-1,-673.3875,266.09606370919465
261,ia2c,188640,-1,-673.9875,257.18187168136046
262,ia2c,189360,-1,-617.5986111111112,228.59399051171707
263,ia2c,190080,-1,-704.4527777777778,283.4761169502165
264,ia2c,190800,-1,-668.0736111111111,269.84135024793096
265,ia2c,191520,-1,-647.6083333333333,248.83561494265422
266,ia2c,192240,-1,-755.8041666666667,325.45962240494936
267,ia2c,192960,-1,-650.3777777777777,258.07057939760836
268,ia2c,193680,-1,-637.0527777777778,250.67252872812094
269,ia2c,194400,-1,-705.3125,285.28220601007035
270,ia2c,195120,-1,-666.8708333333333,264.2906569887172
271,ia2c,195840,-1,-710.5652777777777,301.6798176966407
272,ia2c,196560,-1,-707.0083333333333,281.1549591269318
273,ia2c,197280,-1,-669.1625,272.8079146871883
274,ia2c,198000,-1,-682.2236111111112,263.3837003483361
275,ia2c,198720,-1,-688.6916666666667,283.9224159235915
276,ia2c,199440,-1,-761.3777777777777,326.2787731978686
277,ia2c,200160,-1,-724.5763888888889,295.3769291529871
278,ia2c,200880,-1,-754.6263888888889,305.3471169073429
279,ia2c,201600,-1,-762.2916666666666,324.6704028489679
280,ia2c,202320,-1,-735.1652777777778,307.59488448450173
281,ia2c,203040,-1,-691.1027777777778,276.5216195949153
282,ia2c,203760,-1,-747.6055555555556,311.83278099402753
283,ia2c,204480,-1,-759.4472222222222,315.9205552263198
284,ia2c,205200,-1,-688.9694444444444,273.48585512828066
285,ia2c,205920,-1,-646.475,264.2228319630148
286,ia2c,206640,-1,-756.8652777777778,314.2394343931083
287,ia2c,207360,-1,-718.2847222222222,295.22334443590813
288,ia2c,208080,-1,-648.7611111111111,238.3201654611546
289,ia2c,208800,-1,-760.7569444444445,316.58817111614195
290,ia2c,209520,-1,-679.7972222222222,265.62247226103017
291,ia2c,210240,-1,-738.1305555555556,307.42226598266035
292,ia2c,210960,-1,-736.1,302.58793671335354
293,ia2c,211680,-1,-743.8291666666667,318.8291818589715
294,ia2c,212400,-1,-661.7472222222223,248.00581868858453
295,ia2c,213120,-1,-723.5194444444444,291.47775245714575
296,ia2c,213840,-1,-692.5027777777777,300.77186351314987
297,ia2c,214560,-1,-733.3736111111111,318.3873001781598
298,ia2c,215280,-1,-687.2597222222222,275.9541991787175
299,ia2c,216000,-1,-669.0097222222222,265.25325145128454
300,ia2c,216720,-1,-744.8791666666667,317.9790272772631
301,ia2c,217440,-1,-768.9458333333333,332.22936957833315
302,ia2c,218160,-1,-634.4555555555555,240.46692016025412
303,ia2c,218880,-1,-696.3361111111111,280.6214944376715
304,ia2c,219600,-1,-743.2111111111111,324.69973289673317
305,ia2c,220320,-1,-751.1375,324.78824594627974
306,ia2c,221040,-1,-684.5944444444444,280.12546687396707
307,ia2c,221760,-1,-715.1111111111111,295.2180105708866
308,ia2c,222480,-1,-666.2541666666667,264.90266684068234
309,ia2c,223200,-1,-740.2972222222222,320.3443988603091
310,ia2c,223920,-1,-703.5375,271.4835757961858
311,ia2c,224640,-1,-754.825,335.7307617347567
312,ia2c,225360,-1,-732.3388888888888,296.4136545416986
313,ia2c,226080,-1,-672.1472222222222,265.1681133274083
314,ia2c,226800,-1,-737.0194444444444,303.00576573121185
315,ia2c,227520,-1,-729.8208333333333,301.86040253986243
316,ia2c,228240,-1,-696.1888888888889,277.5236984653321
317,ia2c,228960,-1,-680.4444444444445,262.23365794272996
318,ia2c,229680,-1,-733.8361111111111,294.58659984306615
319,ia2c,230400,-1,-701.6708333333333,274.8972156084989
320,ia2c,231120,-1,-733.5513888888889,302.24251231100993
321,ia2c,231840,-1,-688.4472222222222,265.49899558934425
322,ia2c,232560,-1,-737.2194444444444,298.0002268077478
323,ia2c,233280,-1,-716.2041666666667,278.0217192442486
324,ia2c,234000,-1,-713.8625,295.5905280289216
325,ia2c,234720,-1,-681.1805555555555,257.83283917152005
326,ia2c,235440,-1,-682.9569444444444,271.9584773894664
327,ia2c,236160,-1,-741.8083333333333,315.9098578137265
328,ia2c,236880,-1,-714.9583333333334,279.2167983594668
329,ia2c,237600,-1,-698.7208333333333,285.91728817454066
330,ia2c,238320,-1,-741.3527777777778,313.1455119572219
331,ia2c,239040,-1,-722.0722222222222,278.78194446866246
332,ia2c,239760,-1,-759.9527777777778,301.89908264748846
333,ia2c,240480,-1,-713.5194444444444,286.4589357030704
334,ia2c,241200,-1,-731.1888888888889,283.24850767261853
335,ia2c,241920,-1,-734.0125,298.4679791300438
336,ia2c,242640,-1,-674.4333333333333,266.78567344510003
337,ia2c,243360,-1,-654.7902777777778,259.7821986565125
338,ia2c,244080,-1,-738.5472222222222,289.42839834760815
339,ia2c,244800,-1,-763.3597222222222,308.29681277397196
340,ia2c,245520,-1,-700.5138888888889,275.7869594983073
341,ia2c,246240,-1,-704.8611111111111,274.46233325639275
342,ia2c,246960,-1,-726.6444444444444,277.02477571153213
343,ia2c,247680,-1,-663.6194444444444,273.81349017112245
344,ia2c,248400,-1,-705.9861111111111,277.61251938306003
345,ia2c,249120,-1,-736.6055555555556,303.18150957291834
346,ia2c,249840,-1,-731.9263888888889,281.4150234346732
347,ia2c,250560,-1,-716.4208333333333,280.6365717423614
348,ia2c,251280,-1,-645.2652777777778,219.7639590179795
349,ia2c,252000,-1,-736.3444444444444,307.9471513501812
350,ia2c,252720,-1,-776.3986111111111,327.3105062445613
351,ia2c,253440,-1,-731.1458333333334,288.75116086226484
